gameId,trialNum,repNum,tangram,condition,partial_length,partial,text
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,75,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,76,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,77,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,78,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right,","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,79,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,80,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,81,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,82,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,83,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,84,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,9,0,B,6_thick,85,"uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left","uhh this one does not really look like a person to me the shape around the head region looks a bit like the radioactive toxic designation so like, a diamond, with two triangles below it one of the triangles is distinct, the other sort of blends with the body yeah the distinct triangle is to the right the right of the neck this does not look like a person walking to me nah no foot to the right, if anything a foot to the left"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,1,my,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,2,my bad,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,3,my bad guys!,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,4,my bad guys! anyway,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,5,my bad guys! anyway this,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,6,my bad guys! anyway this one,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,7,my bad guys! anyway this one looks,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,8,my bad guys! anyway this one looks a,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,9,my bad guys! anyway this one looks a bit,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,10,my bad guys! anyway this one looks a bit like,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,11,my bad guys! anyway this one looks a bit like a,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,12,my bad guys! anyway this one looks a bit like a guy,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,13,"my bad guys! anyway this one looks a bit like a guy dancing,","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,14,"my bad guys! anyway this one looks a bit like a guy dancing, both","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,15,"my bad guys! anyway this one looks a bit like a guy dancing, both legs","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,16,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,17,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,18,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left,","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,19,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,20,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,21,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,22,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,23,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,24,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,25,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,26,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,27,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,28,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head""","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,29,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,30,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,31,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,32,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right,","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,33,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,34,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,35,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,36,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,37,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup!","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,38,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,39,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,40,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,10,0,A,6_thick,41,"my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs","my bad guys! anyway this one looks a bit like a guy dancing, both legs to the left, one on the ground and one in the area ""head"" diamond to the right, tilted back for sure yup! pretty distinct feet legs"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,1,hmm,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,2,hmm this,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,3,hmm this one,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,4,hmm this one has,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,5,hmm this one has a,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,6,hmm this one has a diamond,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,7,"hmm this one has a diamond head,","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,8,"hmm this one has a diamond head, with","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,9,"hmm this one has a diamond head, with another","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,10,"hmm this one has a diamond head, with another diamond","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,11,"hmm this one has a diamond head, with another diamond directly","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,12,"hmm this one has a diamond head, with another diamond directly beneath","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,13,"hmm this one has a diamond head, with another diamond directly beneath triangle","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,14,"hmm this one has a diamond head, with another diamond directly beneath triangle to","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,15,"hmm this one has a diamond head, with another diamond directly beneath triangle to the","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,16,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,17,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,18,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,19,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,20,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,21,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,22,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,23,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,24,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,25,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,26,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,11,0,K,6_thick,27,"hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left","hmm this one has a diamond head, with another diamond directly beneath triangle to the right below that has a triangle pointing directly up to the left"
GWCD2NGoiA2n5Wh2i,12,1,E,6_thick,1,bunny,bunny ears again!
GWCD2NGoiA2n5Wh2i,12,1,E,6_thick,2,bunny ears,bunny ears again!
GWCD2NGoiA2n5Wh2i,12,1,E,6_thick,3,bunny ears again!,bunny ears again!
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,1,the,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,2,the one,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,3,the one i,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,4,the one i thought,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,5,the one i thought looked,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,6,"the one i thought looked radioactive,","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,7,"the one i thought looked radioactive, haha","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,8,"the one i thought looked radioactive, haha there","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,9,"the one i thought looked radioactive, haha there is","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,10,"the one i thought looked radioactive, haha there is a","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,11,"the one i thought looked radioactive, haha there is a little","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,12,"the one i thought looked radioactive, haha there is a little distinct","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,13,"the one i thought looked radioactive, haha there is a little distinct triangle","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,14,"the one i thought looked radioactive, haha there is a little distinct triangle at","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,15,"the one i thought looked radioactive, haha there is a little distinct triangle at the","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,16,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,17,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,18,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,13,1,B,6_thick,19,"the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!","the one i thought looked radioactive, haha there is a little distinct triangle at the bottom right bottom left!!!"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,1,guy,"guy standing at podium again, facing left"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,2,guy standing,"guy standing at podium again, facing left"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,3,guy standing at,"guy standing at podium again, facing left"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,4,guy standing at podium,"guy standing at podium again, facing left"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,5,"guy standing at podium again,","guy standing at podium again, facing left"
GWCD2NGoiA2n5Wh2i,14,1,D,6_thick,6,"guy standing at podium again, facing","guy standing at podium again, facing left"
